,design_dimension,entity_1_c_terminal_helix,entity_1_c_terminal_orientation,entity_1_max_radius,entity_1_min_radius,entity_1_n_terminal_helix,entity_1_n_terminal_orientation,entity_1_name,entity_1_number_of_residues,entity_1_radius,entity_1_symmetry,entity_1_thermophile,entity_2_c_terminal_helix,entity_2_c_terminal_orientation,entity_2_max_radius,entity_2_min_radius,entity_2_n_terminal_helix,entity_2_n_terminal_orientation,entity_2_name,entity_2_number_of_residues,entity_2_radius,entity_2_symmetry,entity_2_thermophile,entity_max_radius_average_deviation,entity_max_radius_ratio_1v2,entity_maximum_radius,entity_min_radius_average_deviation,entity_min_radius_ratio_1v2,entity_minimum_radius,entity_number_of_residues_average_deviation,entity_number_of_residues_ratio_1v2,entity_radius_average_deviation,entity_radius_ratio_1v2,entity_residue_length_total,entity_thermophilicity,interface_b_factor_per_residue,interface_secondary_structure_count,interface_secondary_structure_fragment_count,interface_secondary_structure_fragment_topology,interface_secondary_structure_fragment_topology_1,interface_secondary_structure_fragment_topology_2,interface_secondary_structure_topology,interface_secondary_structure_topology_1,interface_secondary_structure_topology_2,multiple_fragment_ratio,nanohedra_score,nanohedra_score_center,nanohedra_score_center_normalized,nanohedra_score_normalized,number_fragment_residues_center,number_fragment_residues_total,number_of_fragments,observations,percent_fragment,percent_fragment_coil,percent_fragment_helix,percent_fragment_strand,percent_residues_fragment_center,percent_residues_fragment_total,symmetry_group_1,symmetry_group_2,total_interface_residues,total_non_fragment_interface_residues,buried_unsatisfied_hbond_density,buried_unsatisfied_hbonds,contact_count,core,entity_1_number_of_mutations,entity_1_percent_mutations,entity_2_number_of_mutations,entity_2_percent_mutations,errat_accuracy,favor_residue_energy,interaction_energy_complex,interaction_energy_per_residue,interface_area_hydrophobic,interface_area_polar,interface_area_to_residue_surface_ratio,interface_area_total,interface_bound_activation_energy,interface_composition_similarity,interface_connectivity,interface_connectivity_1,interface_connectivity_2,interface_energy,interface_energy_bound,interface_energy_complex,interface_energy_density,interface_energy_unbound,interface_local_density,interface_separation,number_hbonds,number_of_mutations,percent_core,percent_interface_area_hydrophobic,percent_interface_area_polar,percent_mutations,percent_rim,percent_support,rim,rmsd_complex,rosetta_reference_energy,shape_complementarity,solvation_energy,solvation_energy_activation,solvation_energy_bound,solvation_energy_complex,solvation_energy_unbound,support
T32_Designs-T32-18,0,0,1,68.6770061811084,30.379617969948207,0,1,3fwu,113,48.71937081675543,C3,0,1,-1,79.58322597758902,32.665915217547486,1,1,3nj2,151,59.81774327775495,C2,0,0.1370416901615909,0.862958309838409,79.58322597758902,0.0699903012780467,0.9300096987219532,30.379617969948207,0.2516556291390728,0.7483443708609272,0.1855364621407706,0.8144635378592293,264,0.0,0.0,8,3,HHH,HH,H,HHCHHHCH,HHC,HHHCH,1.1428571428571428,10.912464134124049,1.9363272348420684,0.2766181764060098,0.3762918666939326,7,29,4,1,0.8285714285714286,0.0,1.0,0.0,0.2,0.8285714285714286,C3,C2,35,28,0.0013752962228563,1.0,2.564705848693848,10.0,0.0,0.0,0.0,0.0,96.5255,0.0,-33.3242935829686,-0.952122688293457,564.4930888525686,162.62299230929602,0.3259213799733274,727.1160811618654,29.85481897510468,0.4826191043889947,35.36527633666992,17.51111030578613,17.85416603088379,-4.039965858804294,-215.06931503116232,-248.9640998650713,-0.005556149786082,-244.924134006267,37.963855421686745,0.6619392335414886,9.0,0.0,0.2857142857142857,0.7763452129274323,0.2236547870725665,0.0,0.3428571428571428,0.3428571428571428,12.0,0.0843003699929769,145.9113699999999,0.7009488940238953,-3.365694977871101,-3.9265425233339775,338.8735407540957,338.3126932086328,334.9469982307617,12.0
T32_Designs-T32-19,0,0,1,66.75736421549311,28.4885181959329,0,1,3fwu,113,46.84441829997059,C3,0,1,1,76.96740667971086,37.80593178325327,1,1,3t1s,133,58.892518438950304,C2,0,0.132654105220219,0.867345894779781,76.96740667971086,0.2464537480715569,0.753546251928443,28.4885181959329,0.150375939849624,0.849624060150376,0.2045777707990043,0.7954222292009957,246,0.0,0.29,6,4,HHHH,HH,HH,GHHTHH,GHHT,HH,1.6,28.49792504692202,5.026862010684654,0.5026862010684654,0.6950713426078542,10,41,8,1,1.3225806451612905,0.0,1.0,0.0,0.3225806451612903,1.0,C3,C2,31,21,0.0035499993598773,2.0,2.932271003723145,11.0,0.0,0.0,0.0,0.0,94.9599,0.0,-35.46851910232379,-1.144145727157593,495.48416649211447,67.89621678466602,0.3874074375489462,563.3803832767799,25.678554563595185,0.3628872725172758,36.81422424316407,16.66037750244141,20.15384674072266,-18.33065270416168,-227.269597168327,-271.2788044360839,-0.0325369026829535,-252.9481517319222,40.91666666666666,0.5569262206554413,11.0,0.0,0.3548387096774194,0.8794842369381735,0.1205157630618276,0.0,0.1612903225806451,0.4193548387096774,5.0,6.35173281071476e-14,138.9252499999999,0.7155067324638367,-2.6633198613021136,-3.507342104257475,339.36824526213286,338.5242230191775,335.8609031578754,13.0
T32_Designs-T32-20,0,1,-1,63.59801522846448,20.507031477032456,0,-1,3h5i,125,46.20162657733773,C3,1,1,1,71.19071070020301,39.63875636293349,1,1,2vs0,83,53.67216430371144,C2,0,0.1066528961020315,0.8933471038979685,71.19071070020301,0.4826519962112449,0.5173480037887551,20.507031477032456,0.5060240963855422,1.5060240963855422,0.1391883078181947,0.8608116921818053,208,0.5,0.53,8,0,,,,HCHCGHHC,HCHCG,HHC,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,C3,C2,38,38,0.0014164971559843,1.0,2.626126050949097,11.0,0.0,0.0,0.0,0.0,100.0,0.0,-29.72071077103884,-0.7821239829063416,537.3616198355232,168.60520528324287,0.3162318626924668,705.9668251187652,19.63577346718904,0.4767003245774497,33.23619079589844,17.4761905670166,15.76000022888184,-10.165881549025189,-208.3501006976692,-238.1517557138834,-0.0143999423022674,-227.98587416485825,38.926829268292686,0.6108182668685913,15.0,0.0,0.3142857142857143,0.7611712062321379,0.2388287937678634,0.0,0.3428571428571428,0.2285714285714285,12.0,0.058329824455886,92.38319999999996,0.65538489818573,-5.305801336696732,0.0422288956265788,318.112029511628,323.4600597439513,318.1542584072546,8.0
T32_Designs-T32-21,0,1,-1,52.06751790704067,6.507066466542354,0,-1,3h5i,125,33.82425835916587,C3,1,1,1,76.09847579945344,38.05087717779973,1,1,3oxp,148,57.11474518555043,C2,0,0.3157876375309132,0.6842123624690868,76.09847579945344,0.8289903689700269,0.171009631029973,6.507066466542354,0.1554054054054053,0.8445945945945946,0.4077841326389542,0.5922158673610458,273,0.5,1.15,11,3,HHH,H,HH,EHCECHGCHCH,EHCECHG,CHCH,2.6,18.47022167594649,4.574083944851641,0.4574083944851641,0.7103931413825573,10,26,13,1,0.6666666666666666,0.0,1.0,0.0,0.2564102564102564,0.6666666666666666,C3,C2,39,29,0.0017630283842622,1.0,4.173501491546631,8.0,0.0,0.0,0.0,0.0,97.7341,0.0,-38.04183369950417,-0.9754316210746764,484.458037307112,82.74780516630312,0.3993298533489559,567.2058424734155,25.056617548157703,0.2734910209183748,37.53174591064453,17.88888931274414,19.64285659790039,-15.466053093058122,-311.9461692379888,-352.4688398792046,-0.027267090595568,-337.0027867861465,54.02439024390244,0.5542105734348297,9.0,0.0,0.2352941176470588,0.8541132707564065,0.1458867292435928,0.0,0.2352941176470588,0.4705882352941176,8.0,0.0377496250052166,175.37751,0.6986602544784546,10.06735199812698,1.6972438159435228,307.3584583235785,298.988350141395,309.055702139522,16.0
T32_Designs-T32-22,0,0,-1,65.35092901405457,24.296372671656155,0,-1,3i7t,118,46.03072335631409,C3,0,1,1,75.76141106130481,37.65698763841846,1,1,3t1s,133,57.569805256366536,C2,0,0.1374114064325736,0.8625885935674263,75.76141106130481,0.3547977627698376,0.6452022372301623,24.296372671656155,0.1127819548872181,0.8872180451127819,0.2004363545901757,0.7995636454098243,251,0.0,0.65,7,4,HHHH,HH,HH,HCHHTHH,HCHHT,HH,1.0,5.867043137443033,0.9778405229071722,0.244460130726793,0.2933521568721516,4,20,2,1,0.7142857142857143,0.0,1.0,0.0,0.1428571428571428,0.7142857142857143,C3,C2,28,24,0.0036587585703011,2.0,3.191666603088379,4.0,0.0,0.0,0.0,0.0,96.0298,0.0,-28.01449402005201,-1.000517606735229,456.8820755931872,89.75142360361156,0.4033047138798014,546.633499196799,29.11937375321685,0.363096887767772,37.34835624694824,16.80487823486328,20.54347801208496,-7.133371301300514,-210.80446878502997,-247.0572138395473,-0.0130496416918867,-239.9238425382468,41.774193548387096,0.5407886803150177,9.0,0.0,0.1481481481481481,0.8358106048467778,0.1641893951532217,0.0,0.3703703703703703,0.4814814814814814,10.0,0.1048802605241949,159.34621,0.7421107888221741,-3.088284385882844,-3.8479134855115262,287.4656631368822,286.7060340372535,283.6177496513707,13.0
T32_Designs-T32-23,0,1,1,68.390205541437,27.82512941569185,1,1,3jv1,182,51.12389621552179,C3,0,0,-1,82.79745750323497,50.05825411458135,1,1,2oku,122,66.73310733259885,C2,0,0.1740059706692692,0.8259940293307307,82.79745750323497,0.4441450284702051,0.5558549715297949,27.82512941569185,0.4918032786885247,1.4918032786885247,0.2339050546422258,0.7660949453577741,304,0.0,0.2,6,4,HHHH,HH,HH,HCHCHH,HCHC,HH,2.6666666666666665,40.0024442532076,8.686981470026529,0.4826100816681405,0.7547630991171245,18,53,24,1,1.261904761904762,0.0,1.0,0.0,0.4285714285714285,1.0,C3,C2,42,24,0.0024125392470858,2.0,3.325657844543457,8.0,0.0,0.0,0.0,0.0,99.2026,0.0,-50.08167800051247,-1.192420959472656,745.1308422236652,83.87121542817022,0.4191062766107225,829.0020576518352,21.589333023685555,0.365065155118923,31.45361423492432,14.13157939910889,17.32203483581543,-34.8535040097521,-253.8215638803456,-310.2644009137832,-0.0420427231609959,-275.4108969040311,60.90825688073394,0.6521469950675964,13.0,0.0,0.2,0.8988287005393728,0.1011712994606275,0.0,0.325,0.45,13.0,6.775526417881832e-14,83.252,0.6468167304992676,16.73211693115769,2.8471817201138947,385.7551568372053,371.8702216261615,388.6023385573192,18.0
T32_Designs-T32-24,0,0,-1,60.50121817781854,19.99774119744528,0,-1,3kan,117,40.04947643524182,C3,0,1,1,67.58272019532804,35.85046232616813,1,1,2vs0,83,50.27860997731776,C2,0,0.104782731400016,0.895217268599984,67.58272019532804,0.4421901448437267,0.5578098551562732,19.99774119744528,0.4096385542168674,1.4096385542168677,0.2034490123472112,0.7965509876527888,200,0.0,0.0,8,2,HH,H,H,HCHTEHHC,HCHTE,HHC,1.3333333333333333,5.263674262383573,0.9500201554237232,0.3166733851412411,0.4785158420348702,3,11,2,1,0.3235294117647059,0.25,0.75,0.0,0.088235294117647,0.3235294117647059,C3,C2,34,31,0.0,0.0,3.424603223800659,7.0,0.0,0.0,0.0,0.0,100.0,0.0,-34.38437073642819,-1.011304974555969,580.6978581528427,57.46341421813389,0.3582050209644789,638.1612723709773,21.157663158875863,0.4328044823528436,32.57051277160645,16.13461494445801,16.43589782714844,-13.717868548423835,-246.083834096878,-280.9593658041777,-0.0214959276633279,-267.24149725575387,39.026315789473685,0.5491335391998291,6.0,0.0,0.2121212121212121,0.9099547141044156,0.0900452858955833,0.0,0.3333333333333333,0.4545454545454545,11.0,0.2086002368731507,85.72668999999998,0.7314105033874512,5.718709263594803,-2.7507918747861027,314.4738710335122,306.0043698951313,311.7230791587261,15.0
T32_Designs-T32-25,0,0,-1,64.93709566957857,27.237396534911333,0,-1,3mf7,117,46.81338919568002,C3,0,1,1,73.47870931773366,37.904384060422345,0,1,3lyh,120,57.52262493529118,C2,0,0.1162461034967257,0.8837538965032743,73.47870931773366,0.2814183052943706,0.7185816947056294,27.237396534911333,0.025,0.975,0.1861743227409785,0.8138256772590214,237,0.0,0.25,8,3,HHH,H,HH,THHBHHCT,THH,BHHCT,3.076923076923077,25.56981024867067,5.976593546368509,0.4597379651052699,0.7520532426079609,13,34,20,1,0.8947368421052632,0.0,1.0,0.0,0.3421052631578947,0.8947368421052632,C3,C2,38,25,0.001641085035693,1.0,3.18359375,8.0,0.0,0.0,0.0,0.0,97.2789,0.0,-40.43747811431767,-1.064144134521484,431.34254853645166,178.0103967712957,0.423137061877691,609.3529453077472,24.6155316953442,0.2802956522440482,32.7265567779541,16.40740776062012,16.31914901733398,-19.05772153381571,-250.04752003894112,-293.720773268101,-0.0312753416235492,-274.6630517342853,56.96078431372549,0.6014358997344971,11.0,0.0,0.2222222222222222,0.7078698016608531,0.2921301983391471,0.0,0.25,0.4722222222222222,9.0,0.1499057306115186,104.71567,0.697589635848999,-5.898926183819185,0.789438099870722,304.3357008160188,311.0240650997087,305.1251389158895,17.0
T32_Designs-T32-26,0,0,1,70.66884836333475,30.600563965391228,0,1,3mf7,117,52.143354031586455,C3,0,1,1,77.56251002900822,38.86650786988715,1,1,3t1s,133,59.39246326717453,C2,0,0.0888787851643179,0.911121214835682,77.56251002900822,0.2126752403938039,0.7873247596061961,30.600563965391228,0.1203007518796992,0.8796992481203008,0.1220543624024862,0.8779456375975138,250,0.0,0.12,4,3,HHH,HH,H,HHHH,HH,HH,1.2,7.2322742643165565,1.2690066578941177,0.2538013315788235,0.3287397392871162,5,22,3,1,0.7857142857142857,0.0,1.0,0.0,0.1785714285714285,0.7857142857142857,C3,C2,28,23,0.0,0.0,2.840375661849976,6.0,0.0,0.0,0.0,0.0,95.7031,0.0,-30.77726483413583,-1.099188089370728,510.755308754874,63.69268824397395,0.4917301601217935,574.4479969988481,19.225659574684613,0.4682083234629202,37.14999961853027,17.0,20.14999961853027,-17.821775387031664,-220.9746508030494,-258.0220857647657,-0.0310241753477075,-240.200310377734,41.44117647058823,0.7039377689361572,2.0,0.0,0.2142857142857142,0.8891236655419972,0.1108763344580025,0.0,0.1785714285714285,0.6071428571428571,5.0,0.1207510228685886,139.2420699999999,0.5986576676368713,5.955601905060348,2.1497274484164564,263.9718373246652,260.1659628680213,266.1215647730817,17.0
T32_Designs-T32-27,0,1,1,83.5183354779057,48.40934810550541,0,1,3n79,183,65.71554791698003,C3,0,0,1,87.6499813690796,39.41284506350689,1,1,3gfa,197,66.1830457436227,C2,0,0.047138012200781,0.9528619877992188,87.6499813690796,0.2282632230051453,1.2282632230051451,39.41284506350689,0.0710659898477157,0.9289340101522844,0.007063709767206,0.992936290232794,380,0.0,0.43,9,2,HH,H,H,HECHHCHHH,HECHHC,HHH,2.333333333333333,26.647205963879287,5.797510171054557,0.4831258475878797,0.8327251863712277,12,32,14,1,0.7441860465116279,0.0,1.0,0.0,0.2790697674418604,0.7441860465116279,C3,C2,43,31,0.0025824521247005,2.0,3.253246784210205,12.0,0.0,0.0,0.0,0.0,97.0765,0.0,-48.6407857620848,-1.105472445487976,582.6456533550876,191.81207264512165,0.3660478122184068,774.4577260002093,23.19708732005762,0.4726338362223699,39.68257141113281,21.66216278076172,18.02040863037109,-26.94781276317764,-326.8030320381312,-376.9479321213664,-0.0347957181631504,-350.0001193581888,55.93333333333333,0.4791573733091354,17.0,0.0,0.2926829268292683,0.7523272527271943,0.2476727472728057,0.0,0.1463414634146341,0.5609756097560976,6.0,0.0969973445434663,204.97565,0.7580956220626831,9.011500665200344,-0.1661270017606853,394.1168057205496,384.9391780535886,393.95067871878894,23.0
T32_Designs-T32-28,0,1,1,78.091895699874,42.76337660896296,0,1,3lzl,183,60.45028666637945,C3,0,0,1,83.39294274697349,50.42125317760359,0,1,3n79,157,65.3522223902013,C2,0,0.0635670941986499,0.93643290580135,83.39294274697349,0.1518779499919719,0.8481220500080281,42.76337660896296,0.1656050955414012,1.1656050955414012,0.0750079422632892,0.9249920577367108,340,0.0,1.15,11,3,HEE,H,EE,EHCHEETEECE,EHCHE,ETEECE,2.0,18.42204735909745,3.831973139489208,0.3831973139489207,0.5942595922289501,10,31,10,1,0.8157894736842105,0.0,0.5,0.5,0.2631578947368421,0.8157894736842105,C3,C2,38,28,0.0,0.0,3.986711025238037,8.0,0.0,0.0,0.0,0.0,97.505,0.0,-41.86758619732817,-1.073527812957764,550.4921972194103,109.03789361456614,0.4602267819823643,659.5300908339765,26.43623981549348,0.3672956237260779,38.81864738464356,20.94827651977539,17.87037086486816,-19.461704294120068,-346.04225350120623,-391.9401976108198,-0.0295084402737572,-372.4784933166997,54.16483516483517,0.5474865436553955,13.0,0.0,0.2352941176470588,0.8346733604274406,0.1653266395725593,0.0,0.2941176470588235,0.4705882352941176,10.0,0.2467017473322284,182.78516,0.6925880312919617,11.514384035970409,1.2348791645587198,298.4905883478635,288.2110834764518,299.7254675124222,16.0
T32_Designs-T32-28_design_model,0,1,1,78.091895699874,42.76337660896296,0,1,4nwn_1,183,60.45028666637945,C3,0,0,1,83.39294274697349,50.42125317760359,0,1,4nwn_2,157,65.3522223902013,C2,0,0.0635670941986499,0.93643290580135,83.39294274697349,0.1518779499919719,0.8481220500080281,42.76337660896296,0.1656050955414012,1.1656050955414012,0.0750079422632892,0.9249920577367108,340,0.0,1.15,11,3,HEE,H,EE,EHCHEETEECE,EHCHE,ETEECE,2.0,18.42204735909745,3.831973139489208,0.3831973139489207,0.5942595922289501,10,31,10,1,0.8157894736842105,0.0,0.5,0.5,0.2631578947368421,0.8157894736842105,C3,C2,38,28,0.0,0.0,4.013288974761963,9.0,0.0,0.0,0.0,0.0,98.4375,0.0,-41.71329746612069,-1.069571733474731,573.4002409422909,70.46010545584573,0.4428797303830951,643.8603463981372,20.676593943268077,0.3429796692340491,38.17046356201172,20.79310417175293,17.37735939025879,-24.946738788446964,-351.83420017635945,-397.4575329080745,-0.0387455741419753,-372.5107941196275,54.65116279069768,0.6071129143238068,14.0,0.0,0.2647058823529412,0.8905661672596986,0.1094338327403005,0.0,0.2941176470588235,0.4411764705882353,10.0,0.2272652541118156,182.78516,0.6544709205627441,12.37334960922584,1.1800252437096788,297.9889221480732,286.795597782557,299.16894739178286,15.0
T32_Designs-T32-29,0,0,1,60.83982408751689,19.47649888968754,0,1,3quw,125,41.66249224482996,C3,0,1,1,66.2015728363005,38.504744084333296,0,1,3gwk,98,52.80048007876988,C2,0,0.080991259256662,0.919008740743338,66.2015728363005,0.4941792406922636,0.5058207593077364,19.47649888968754,0.2755102040816326,1.2755102040816326,0.2109448212842727,0.7890551787157273,223,0.0,0.91,7,3,HHH,H,HH,THGHTHH,THGHT,HH,1.2,8.116932803346828,1.352822133891138,0.2705644267782275,0.3246773121338731,5,25,3,1,0.6578947368421053,0.0,1.0,0.0,0.131578947368421,0.6578947368421053,C3,C2,38,33,0.0013228072420541,1.0,3.620461940765381,12.0,0.0,0.0,0.0,0.0,94.898,0.0,-46.33513980983064,-1.219345808029175,670.5326231674921,85.43541828890204,0.3835638901170026,755.9680414563934,26.79889950654456,0.5242831233389936,33.92703342437744,18.63157844543457,15.29545497894287,-23.00718573141944,-263.8060214453365,-313.6121066833005,-0.0304340719048062,-290.60492095188107,57.66037735849056,0.4719395637512207,10.0,0.0,0.3428571428571428,0.8869854099595169,0.1130145900404841,0.0,0.2,0.4285714285714285,7.0,0.1240005659296486,89.00652000000002,0.7634530067443848,12.220765803924904,-0.889906192121316,350.1984612425736,337.0877892465274,349.3085550504523,15.0
T32_Designs-T32-30,0,0,1,74.9800059882633,28.83168938858769,0,1,3v4d,126,51.29533244401877,C3,0,1,1,75.22192119987363,35.94327969175879,1,1,3t1s,133,57.17422321526677,C2,0,0.0032160201142368,0.9967839798857632,75.22192119987363,0.1978559097600009,0.8021440902399991,28.83168938858769,0.0526315789473684,0.9473684210526316,0.1028241476777633,0.8971758523222366,259,0.0,0.44,8,4,HHHH,HH,HH,TTTHCHHH,TTTHCH,HH,2.8,20.67685625870708,4.376149654118026,0.4376149654118026,0.5743571182974188,10,36,14,1,0.9230769230769232,0.0,1.0,0.0,0.2564102564102564,0.9230769230769232,C3,C2,39,29,0.0040878297589873,3.0,3.521126747131348,7.0,0.0,0.0,0.0,0.0,95.84,0.0,-43.31307547046152,-1.110591650009155,503.9217474428614,229.96400046635551,0.4044499941667905,733.8857479092173,19.169707466102523,0.428852252119997,38.63333320617676,18.21666717529297,20.41666603088379,-26.09636546632441,-275.3076932169504,-320.5737661493773,-0.0355591664515504,-294.4774006830529,60.83928571428572,0.562727302312851,17.0,0.0,0.2,0.6866487717992817,0.3133512282007176,0.0,0.3428571428571428,0.4285714285714285,12.0,6.574766527097494e-14,142.8343299999999,0.705893337726593,-5.410822459795611,8.87778244013765,321.0682254562834,335.3568303562167,329.94600789642107,15.0
T32_Designs-T32-31,0,0,1,91.87543553094048,33.57170429096504,1,-1,2f5g,148,62.25880088705682,C3,1,1,1,73.22991906318073,40.43143012558423,0,1,4gb5,130,56.86843484157072,C2,0,0.2546161009910841,1.254616100991084,91.87543553094048,0.1696632004683527,0.8303367995316473,33.57170429096504,0.1384615384615384,1.1384615384615384,0.0947866080806176,1.0947866080806177,278,0.5,0.55,11,2,EH,E,H,ECEETEETEHH,ECEETEETE,HH,1.0,2.4217373495587853,0.4036228915931308,0.2018114457965654,0.2421737349558785,2,10,1,1,0.2777777777777778,0.0,0.5,0.5,0.0555555555555555,0.2777777777777778,C3,C2,36,34,0.0014737415178534,1.0,3.843137264251709,7.0,0.0,0.0,0.0,0.0,98.2262,0.0,-30.32859887933203,-0.842461109161377,425.9875603535586,252.55748155889444,0.4114114755349943,678.5450419124531,27.98114670443357,0.4314124414815688,33.826520919799805,17.13207626342773,16.69444465637207,-5.523232936486693,-260.52698028368764,-294.0313599246079,-0.0081398176912761,-288.5081269881212,49.37777777777778,0.6544234156608582,18.0,0.0,0.2,0.6277955537821469,0.3722044462178529,0.0,0.3714285714285714,0.4285714285714285,13.0,0.1876971556050537,113.2583200000001,0.6304711103439331,-15.696721291205732,2.2757453166346977,280.3012265223056,298.273693130146,282.57697183894027,15.0
T33_Designs-T33-01,0,0,-1,53.17416652849389,15.05852031243442,0,-1,3ftt,113,33.92798656950809,C3,0,0,1,78.49239612854228,28.66306072281884,1,1,1hfo,188,53.92371175604255,C3,0,0.3225564621391638,0.6774435378608362,78.49239612854228,0.4746366950112121,0.5253633049887879,15.05852031243442,0.3989361702127659,0.601063829787234,0.3708150743961683,0.6291849256038317,301,0.0,0.2,12,4,HHHH,HH,HH,HCHTTBHCTHCT,HCHTTB,HCTHCT,1.8461538461538465,22.201466719002305,4.854214355153911,0.3734011042426086,0.6000396410541163,13,37,12,1,0.9487179487179488,0.0,1.0,0.0,0.3333333333333333,0.9487179487179488,C3,C3,39,26,0.0013645073368688,1.0,3.598615884780884,9.0,0.0,0.0,0.0,0.0,93.1709,0.0,-29.82147948785836,-0.7646533250808716,489.73389614022926,243.1313461198182,0.3995392554289848,732.8652422600476,25.8422013599278,0.4327886746018803,32.875,16.25,16.625,-0.8751978085405199,-253.2085431038044,-279.9259422722727,-0.001194213830965,-279.0507444637322,52.765957446808514,0.6410448253154755,15.0,0.0,0.2571428571428571,0.6682454943967088,0.331754505603291,0.0,0.2571428571428571,0.4571428571428571,9.0,0.2147257443791024,124.97628,0.6536254286766052,-3.205533962851689,0.829292494957997,390.7365792467459,394.7714057045556,391.5658717417039,16.0
T33_Designs-T33-02,0,1,1,77.25678245306364,30.01209964331053,0,1,3b64,169,52.34284772598401,C3,0,0,-1,55.72687053836776,20.829051322611885,0,-1,1jlj,112,39.538651094980416,C3,0,0.3863470477832162,1.3863470477832165,77.25678245306364,0.4408769357022797,1.4408769357022797,20.829051322611885,0.5089285714285714,1.5089285714285714,0.3238399964694074,1.3238399964694074,281,0.0,0.17,12,0,,,,HTHCCHHCHGTE,HTHCCH,HCHGTE,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,C3,C3,37,37,0.0014913115682527,1.0,3.141818284988403,10.0,0.0,0.0,0.0,0.0,99.2117,0.0,-35.17259607397875,-0.9506106972694396,562.480289831961,108.07039943254404,0.3409866272715743,670.5506892645051,20.849806799390507,0.3598771688087797,34.77751159667969,18.32653045654297,16.45098114013672,-18.34583496305657,-249.2094684094429,-288.40511017189,-0.0273593559096617,-270.0592752088334,48.55,0.5044656544923782,7.0,0.0,0.2777777777777778,0.8388333631405535,0.1611666368594465,0.0,0.3055555555555556,0.3888888888888889,11.0,0.0654418798602016,149.2379599999999,0.7426278591156006,15.984652771944011,3.853763227642446,341.65421917231174,329.5233296280102,345.5079823999542,14.0
T33_Designs-T33-03,0,1,1,75.87752524957571,26.645449780403407,0,1,3b64,169,51.0353332281363,C3,0,0,1,64.14178848457533,25.9461806823278,0,1,1jlj,112,44.23808971703446,C3,0,0.1829655368562504,1.1829655368562504,75.87752524957571,0.0269507526613306,1.0269507526613306,25.9461806823278,0.5089285714285714,1.5089285714285714,0.1536513794917431,1.1536513794917431,281,0.0,0.0,11,2,HH,H,H,THTHCHHTTBH,THTHCH,HTTBH,1.0,3.442530340796936,0.5737550567994892,0.2868775283997446,0.3442530340796935,2,10,1,1,0.3125,0.5,0.5,0.0,0.0625,0.3125,C3,C3,32,30,0.0016109478483734,1.0,2.859375,7.0,0.0,0.0,0.0,0.0,97.6325,0.0,-37.79067843112578,-1.18095874786377,477.6497173345923,143.10284210404666,0.3934511143447556,620.7525594386387,17.302917420903526,0.4174776741955717,35.42810630798339,18.79545402526855,16.63265228271484,-20.54485583315196,-222.1301056433174,-259.9778788973729,-0.0330966912995592,-239.4330230642209,55.674418604651166,0.579575389623642,10.0,0.0,0.2333333333333333,0.7694687844163579,0.2305312155836424,0.0,0.2666666666666666,0.5,8.0,0.0108747605337341,153.4701,0.7109886407852173,0.2633654223321287,-2.230883283675496,326.5735447139388,324.0792960079312,324.3426614302633,15.0
T33_Designs-T33-04,0,1,1,75.63367375051935,28.38286902340917,0,1,3b64,169,50.82727308696549,C3,0,0,1,63.82993257868913,25.64979331300741,0,1,1jlj,112,43.954625135731575,C3,0,0.1849248572725443,1.1849248572725444,75.63367375051935,0.1065535178802308,1.1065535178802308,25.64979331300741,0.5089285714285714,1.5089285714285714,0.1563577878325939,1.156357787832594,281,0.0,0.0,11,0,,,,THTHCHHTTBH,THTHCH,HTTBH,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,C3,C3,32,32,0.0034248212670018,2.0,3.0,6.0,0.0,0.0,0.0,0.0,98.0215,0.0,-40.43610716215301,-1.263628363609314,469.7393111451552,114.232769170391,0.3696902547556561,583.9720803155463,11.258552410777526,0.3892689473087167,35.49165153503418,18.81818199157715,16.67346954345703,-30.22149500877001,-236.22400480373608,-277.7040522232836,-0.051751609413313,-247.4825572145136,57.55813953488372,0.5915277898311615,11.0,0.0,0.2,0.8043865913783651,0.1956134086216346,0.0,0.2666666666666666,0.5,8.0,0.1343046133484314,159.85337,0.7276068329811096,8.868535906342458,0.4014904192459312,319.9561207337544,311.4890752466579,320.35761115300033,15.0
